# Generated by tools/extract-microchip-atdf-routes.ps1
# device=ATSAMD51P19A
# source=Microchip.SAMD51_DFP.3.9.276/samd51a/atdf/ATSAMD51P19A.atdf
# source_url=https://packs.download.microchip.com/Microchip.SAMD51_DFP.3.9.276.atpack
# license=Apache-2.0 (Microchip device pack)
"package","pinout","position","pad","peripheral","signal","index","function","ioset"
"TQFP128","SAMD51P","56","PC12","SERCOM6","PAD","1","D","4 5"
"TQFP128","SAMD51P","56","PC12","SERCOM7","PAD","0","C","1 3"
"TQFP128","SAMD51P","56","PC12","TCC0","WO","2","F","3"
"TQFP128","SAMD51P","56","PC12","TCC1","WO","6","G","3"
"TQFP128","SAMD51P","57","PC13","EIC","EXTINT","13","A",""
"TQFP128","SAMD51P","57","PC13","PCC","DATA","11","K",""
"TQFP128","SAMD51P","57","PC13","PORT","P","77","default",""
"TQFP128","SAMD51P","57","PC13","SERCOM6","PAD","0","D","4 5"
"TQFP128","SAMD51P","57","PC13","SERCOM7","PAD","1","C","1 3"
"TQFP128","SAMD51P","57","PC13","TCC0","WO","3","F","3"
"TQFP128","SAMD51P","57","PC13","TCC1","WO","7","G","3"
"TQFP128","SAMD51P","58","PC14","EIC","EXTINT","14","A",""
"TQFP128","SAMD51P","58","PC14","PCC","DATA","12","K",""
"TQFP128","SAMD51P","58","PC14","PORT","P","78","default",""
"TQFP128","SAMD51P","58","PC14","SERCOM6","PAD","2","D","4"
"TQFP128","SAMD51P","58","PC14","SERCOM7","PAD","2","C","1"
"TQFP128","SAMD51P","58","PC14","TCC0","WO","4","F","3"
"TQFP128","SAMD51P","58","PC14","TCC1","WO","0","G","5"
"TQFP128","SAMD51P","59","PC15","EIC","EXTINT","15","A",""
"TQFP128","SAMD51P","59","PC15","PCC","DATA","13","K",""
"TQFP128","SAMD51P","59","PC15","PORT","P","79","default",""
"TQFP128","SAMD51P","59","PC15","SERCOM6","PAD","3","D","4"
"TQFP128","SAMD51P","59","PC15","SERCOM7","PAD","3","C","1"
"TQFP128","SAMD51P","59","PC15","TCC0","WO","5","F","3"
"TQFP128","SAMD51P","59","PC15","TCC1","WO","1","G","5"
"TQFP128","SAMD51P","70","PC16","EIC","EXTINT","0","A",""
"TQFP128","SAMD51P","70","PC16","PDEC","QDI","0","G","1"
"TQFP128","SAMD51P","70","PC16","PORT","P","80","default",""
"TQFP128","SAMD51P","70","PC16","SERCOM0","PAD","1","D","4"
"TQFP128","SAMD51P","70","PC16","SERCOM6","PAD","0","C","1"
"TQFP128","SAMD51P","70","PC16","TCC0","WO","0","F","4"
"TQFP128","SAMD51P","71","PC17","EIC","EXTINT","1","A",""
"TQFP128","SAMD51P","71","PC17","PDEC","QDI","1","G","1"
"TQFP128","SAMD51P","71","PC17","PORT","P","81","default",""
"TQFP128","SAMD51P","71","PC17","SERCOM0","PAD","0","D","4"
"TQFP128","SAMD51P","71","PC17","SERCOM6","PAD","1","C","1"
"TQFP128","SAMD51P","71","PC17","TCC0","WO","1","F","4"
"TQFP128","SAMD51P","72","PC18","EIC","EXTINT","2","A",""
"TQFP128","SAMD51P","72","PC18","PDEC","QDI","2","G","1"
"TQFP128","SAMD51P","72","PC18","PORT","P","82","default",""
"TQFP128","SAMD51P","72","PC18","SERCOM0","PAD","2","D","4"
"TQFP128","SAMD51P","72","PC18","SERCOM6","PAD","2","C","1"
"TQFP128","SAMD51P","72","PC18","TCC0","WO","2","F","4"
"TQFP128","SAMD51P","73","PC19","EIC","EXTINT","3","A",""
"TQFP128","SAMD51P","73","PC19","PORT","P","83","default",""
"TQFP128","SAMD51P","73","PC19","SERCOM0","PAD","3","D","4"
"TQFP128","SAMD51P","73","PC19","SERCOM6","PAD","3","C","1"
"TQFP128","SAMD51P","73","PC19","TCC0","WO","3","F","4"
"TQFP128","SAMD51P","74","PC20","CCL","IN","9","N",""
"TQFP128","SAMD51P","74","PC20","EIC","EXTINT","4","A",""
"TQFP128","SAMD51P","74","PC20","PORT","P","84","default",""
"TQFP128","SAMD51P","74","PC20","SDHC1","SDCD","","I",""
"TQFP128","SAMD51P","74","PC20","TCC0","WO","4","F","4"
"TQFP128","SAMD51P","75","PC21","CCL","IN","10","N",""
"TQFP128","SAMD51P","75","PC21","EIC","EXTINT","5","A",""
"TQFP128","SAMD51P","75","PC21","PORT","P","85","default",""
"TQFP128","SAMD51P","75","PC21","SDHC1","SDWP","","I",""
"TQFP128","SAMD51P","75","PC21","TCC0","WO","5","F","4"
"TQFP128","SAMD51P","76","PC22","EIC","EXTINT","6","A",""
"TQFP128","SAMD51P","76","PC22","PORT","P","86","default",""
"TQFP128","SAMD51P","76","PC22","SERCOM1","PAD","0","C","2"
"TQFP128","SAMD51P","76","PC22","SERCOM3","PAD","1","D","4"
"TQFP128","SAMD51P","76","PC22","TCC0","WO","6","F","2"
"TQFP128","SAMD51P","77","PC23","EIC","EXTINT","7","A",""
"TQFP128","SAMD51P","77","PC23","PORT","P","87","default",""
"TQFP128","SAMD51P","77","PC23","SERCOM1","PAD","1","C","2"
"TQFP128","SAMD51P","77","PC23","SERCOM3","PAD","0","D","4"
"TQFP128","SAMD51P","77","PC23","TCC0","WO","7","F","2"
"TQFP128","SAMD51P","108","PC24","EIC","EXTINT","8","A",""
"TQFP128","SAMD51P","108","PC24","PORT","P","88","default",""
"TQFP128","SAMD51P","108","PC24","SERCOM0","PAD","2","C","2"
"TQFP128","SAMD51P","108","PC24","SERCOM2","PAD","2","D","4"
"TQFP128","SAMD51P","108","PC24","TPIU","TRACED","3","H",""
"TQFP128","SAMD51P","109","PC25","EIC","EXTINT","9","A",""
"TQFP128","SAMD51P","109","PC25","PORT","P","89","default",""
"TQFP128","SAMD51P","109","PC25","SERCOM0","PAD","3","C","2"
"TQFP128","SAMD51P","109","PC25","SERCOM2","PAD","3","D","4"
"TQFP128","SAMD51P","109","PC25","TPIU","TRACED","2","H",""
"TQFP128","SAMD51P","110","PC26","EIC","EXTINT","10","A",""
"TQFP128","SAMD51P","110","PC26","PORT","P","90","default",""
"TQFP128","SAMD51P","110","PC26","TPIU","TRACED","1","H",""
"TQFP128","SAMD51P","111","PC27","CCL","IN","4","N",""
"TQFP128","SAMD51P","111","PC27","EIC","EXTINT","11","A",""
"TQFP128","SAMD51P","111","PC27","PORT","P","91","default",""
"TQFP128","SAMD51P","111","PC27","SERCOM1","PAD","0","C","3"
"TQFP128","SAMD51P","111","PC27","TPIU","TRACECLK","","H",""
"TQFP128","SAMD51P","112","PC28","CCL","IN","5","N",""
"TQFP128","SAMD51P","112","PC28","EIC","EXTINT","12","A",""
"TQFP128","SAMD51P","112","PC28","PORT","P","92","default",""
"TQFP128","SAMD51P","112","PC28","SERCOM1","PAD","1","C","3"
"TQFP128","SAMD51P","112","PC28","TPIU","TRACED","0","H",""
"TQFP128","SAMD51P","123","PC30","ADC1","AIN","12","B",""
"TQFP128","SAMD51P","123","PC30","EIC","EXTINT","14","A",""
"TQFP128","SAMD51P","123","PC30","PORT","P","94","default",""
"TQFP128","SAMD51P","124","PC31","ADC1","AIN","13","B",""
"TQFP128","SAMD51P","124","PC31","EIC","EXTINT","15","A",""
"TQFP128","SAMD51P","124","PC31","PORT","P","95","default",""
"TQFP128","SAMD51P","13","PD00","ADC1","AIN","14","B",""
"TQFP128","SAMD51P","13","PD00","EIC","EXTINT","0","A",""
"TQFP128","SAMD51P","13","PD00","PORT","P","96","default",""
"TQFP128","SAMD51P","16","PD01","ADC1","AIN","15","B",""
"TQFP128","SAMD51P","16","PD01","EIC","EXTINT","1","A",""
"TQFP128","SAMD51P","16","PD01","PORT","P","97","default",""
"TQFP128","SAMD51P","47","PD08","EIC","EXTINT","3","A",""
"TQFP128","SAMD51P","47","PD08","PORT","P","104","default",""
"TQFP128","SAMD51P","47","PD08","SERCOM6","PAD","1","D","3"
"TQFP128","SAMD51P","47","PD08","SERCOM7","PAD","0","C","2"
"TQFP128","SAMD51P","47","PD08","TCC0","WO","1","F","2"
"TQFP128","SAMD51P","48","PD09","EIC","EXTINT","4","A",""
"TQFP128","SAMD51P","48","PD09","PORT","P","105","default",""
"TQFP128","SAMD51P","48","PD09","SERCOM6","PAD","0","D","3"
"TQFP128","SAMD51P","48","PD09","SERCOM7","PAD","1","C","2"
"TQFP128","SAMD51P","48","PD09","TCC0","WO","2","F","2"
"TQFP128","SAMD51P","49","PD10","EIC","EXTINT","5","A",""
"TQFP128","SAMD51P","49","PD10","PORT","P","106","default",""
"TQFP128","SAMD51P","49","PD10","SERCOM6","PAD","2","D","3"
"TQFP128","SAMD51P","49","PD10","SERCOM7","PAD","2","C","2"
"TQFP128","SAMD51P","49","PD10","TCC0","WO","3","F","2"
"TQFP128","SAMD51P","50","PD11","EIC","EXTINT","6","A",""
"TQFP128","SAMD51P","50","PD11","PORT","P","107","default",""
"TQFP128","SAMD51P","50","PD11","SERCOM6","PAD","3","D","3"
"TQFP128","SAMD51P","50","PD11","SERCOM7","PAD","3","C","2"
"TQFP128","SAMD51P","50","PD11","TCC0","WO","4","F","2"
"TQFP128","SAMD51P","51","PD12","EIC","EXTINT","7","A",""
"TQFP128","SAMD51P","51","PD12","PORT","P","108","default",""
"TQFP128","SAMD51P","51","PD12","TCC0","WO","5","F","2"
"TQFP128","SAMD51P","80","PD20","EIC","EXTINT","10","A",""
"TQFP128","SAMD51P","80","PD20","PORT","P","116","default",""
"TQFP128","SAMD51P","80","PD20","SDHC1","SDCD","","I",""
"TQFP128","SAMD51P","80","PD20","SERCOM1","PAD","2","C","2"
"TQFP128","SAMD51P","80","PD20","SERCOM3","PAD","2","D","4"
"TQFP128","SAMD51P","80","PD20","TCC1","WO","0","F","2"
"TQFP128","SAMD51P","81","PD21","EIC","EXTINT","11","A",""
"TQFP128","SAMD51P","81","PD21","PORT","P","117","default",""
"TQFP128","SAMD51P","81","PD21","SDHC1","SDWP","","I",""
"TQFP128","SAMD51P","81","PD21","SERCOM1","PAD","3","C","2"
"TQFP128","SAMD51P","81","PD21","SERCOM3","PAD","3","D","4"
"TQFP128","SAMD51P","81","PD21","TCC1","WO","1","F","2"
"TQFP128","SAMD51P","114","RESET_N","PM","RESET_N","","default",""
